112211.1,0.7211304,0.07498169,0.06079102,1.467802,20.5,
112211.1,0.7263184,0.06344604,0.05065918,1.499031,20.5,
112211.1,0.7055664,0.06921387,0.0557251,1.561491,20.5,
112211.1,0.7055664,0.06921387,0.05319214,1.467802,20.45,
112211.1,0.7159424,0.07498169,0.06332397,1.436572,20.45,
112211.1,0.7418823,0.08074951,0.06585693,1.561491,20.4,
112211.1,0.7107544,0.08074951,0.06332397,1.530261,20.4,
112211.1,0.7159424,0.06921387,0.05825806,1.530261,20.4,
112211.1,0.7107544,0.07498169,0.06079102,1.467802,20.35,
112211.1,0.8145142,0.06921387,0.06079102,1.592721,20.35,
112211.1,0.8248901,0.05767822,0.0557251,0.8432053,20.35,
112211.1,1.022034,0.07498169,0.06332397,0.3747579,20.35,
112211.1,1.027222,0.08651733,0.07092285,0.3122983,20.3,
112211.1,1.027222,0.08074951,0.06838989,0.3122983,20.3,
112211.1,1.053162,0.09228516,0.07345581,0.3435281,20.3,
112211.1,1.022034,0.08074951,0.06585693,0.3747579,20.3,
112211.1,1.037598,0.08074951,0.06838989,0.3435281,20.25,
112211.1,1.042786,0.08651733,0.07345581,0.2498386,20.25,
112211.1,1.042786,0.08074951,0.06585693,0.3435281,20.2,
112211.1,1.03241,0.09228516,0.07598877,0.3435281,20.25,
112211.1,1.03241,0.08651733,0.07345581,0.187379,20.2,
112211.1,0.871582,0.07498169,0.06838989,0.2810684,20.1,
112211.1,1.00647,0.08074951,0.06838989,0.2810684,20.1,
112211.1,1.016846,0.08074951,0.06585693,0.3435281,20.1,
112211.1,0.8093262,0.06921387,0.06079102,0.3435281,20.15,
112211.1,1.011658,0.07498169,0.06079102,0.5621369,19.95,
112211.1,1.03241,0.09228516,0.07345581,0.5309071,20.0,
112211.1,1.022034,0.08074951,0.06585693,0.4059877,20.0,
112211.1,1.042786,0.08651733,0.07092285,0.4684473,20.0,
112211.1,1.00647,0.06921387,0.06079102,0.4684474,19.95,
112211.1,1.001282,0.05767822,0.04812622,0.3747579,20.0,
112211.1,1.00647,0.06344604,0.05319214,0.4372175,19.95,
112211.1,1.042786,0.09228516,0.07345581,0.4996771,20.0,
112211.1,0.7315063,0.08074951,0.06585693,0.187379,19.45,
112211.1,0.7003784,0.06921387,0.05825806,0.1561492,19.45,
112211.1,0.9857178,0.07498169,0.06332397,0.2186088,19.45,
112211.1,0.2490234,0.04614258,0.03292847,1.68641,24.75,
112211.1,0.2230835,0.04614258,0.03292847,1.467802,24.75,
112211.1,0.2230835,0.0519104,0.03799438,1.530261,24.8,
112211.1,0.2023315,0.04614258,0.03546143,1.592721,24.8,
112211.1,0.2075195,0.04614258,0.03799438,1.561491,24.8,
112211.1,0.2023315,0.04614258,0.03292847,1.592721,24.85,
112211.1,0.2127075,0.04614258,0.03546143,1.592721,24.9,
112211.1,0.2282715,0.04614258,0.03292847,1.68641,24.95,
112211.1,0.2438354,0.04614258,0.03292847,1.467802,25.0,
112211.1,0.2334595,0.04037476,0.03039551,1.530261,25.05,
112211.1,0.1867676,0.0519104,0.03292847,1.530261,25.05,
112211.1,0.1815796,0.06344604,0.0430603,1.436572,25.15,
112211.1,0.1141357,0.04037476,0.03039551,1.436572,25.6,
112211.1,0.1089478,0.04037476,0.03039551,1.592721,25.55,
112211.1,0.1400757,0.04037476,0.03039551,1.7801,25.6,
112211.1,0.1400757,0.03460693,0.02532959,1.623951,25.5,
112211.1,0.1452637,0.03460693,0.02532959,1.561491,25.5,
112211.1,0.1193237,0.03460693,0.02786255,1.561491,25.5,
112211.1,0.1141357,0.04037476,0.03039551,1.561491,25.5,
112211.1,0.1608276,0.0519104,0.04052734,1.655181,25.5,
112211.1,0.1141357,0.03460693,0.02786255,1.71764,25.5,
112211.1,0.1245117,0.02883911,0.02026367,1.592721,25.5,
112211.1,0.1296997,0.04037476,0.03039551,1.592721,25.45,
112211.1,0.1400757,0.03460693,0.02532959,1.467802,25.5,
112211.1,0.1296997,0.03460693,0.02532959,1.592721,25.45,
112211.1,0.1245117,0.03460693,0.02279663,1.467802,25.45,
112211.1,0.1452637,0.05767822,0.0430603,1.68641,25.45,
112211.1,0.1400757,0.04037476,0.03039551,1.436572,25.4,
112211.1,0.1245117,0.02307129,0.01773071,1.530261,25.4,
112211.1,0.1348877,0.02883911,0.02532959,1.530261,25.4,
112211.1,0.1400757,0.03460693,0.02786255,1.499031,25.4,
112211.1,0.1400757,0.04037476,0.03039551,1.499031,25.4,
112211.1,0.1348877,0.03460693,0.03039551,1.592721,25.4,
112211.1,0.1296997,0.02883911,0.02279663,1.592721,25.4,
112211.1,0.1296997,0.02883911,0.02279663,1.499031,25.4,
112211.1,0.1348877,0.04614258,0.03292847,1.561491,25.4,
112211.1,0.1400757,0.03460693,0.02786255,1.592721,25.45,
112211.1,0.1504517,0.04614258,0.03799438,1.467802,25.45,
112211.1,0.1400757,0.03460693,0.02786255,1.68641,25.4,
112211.1,0.1348877,0.02883911,0.02279663,1.68641,25.4,
112211.1,0.1452637,0.03460693,0.02532959,1.623951,25.4,
112211.1,0.1400757,0.03460693,0.03039551,1.530261,25.4,
112211.1,0.09857178,0.03460693,0.02786255,1.623951,25.45,
112211.1,0.1089478,0.03460693,0.02532959,1.467802,25.45,
112211.1,0.1141357,0.04037476,0.03292847,1.592721,25.4,
112211.1,0.09857178,0.03460693,0.02786255,1.592721,25.4,
112211.1,0.1504517,0.04614258,0.03292847,1.467802,25.4,
112211.1,0.1556396,0.04614258,0.03292847,1.623951,25.4,
112211.1,0.1504517,0.03460693,0.02786255,1.499031,25.4,
112211.1,0.1556396,0.04037476,0.03039551,1.530261,25.4,
112211.1,0.1504517,0.03460693,0.02532959,1.436572,25.45,
112211.1,0.1400757,0.02883911,0.02026367,1.561491,25.4,
112211.1,0.1556396,0.03460693,0.02279663,1.467802,25.4,
112211.1,0.1660156,0.04614258,0.03292847,1.561491,25.4,
112211.1,0.1867676,0.0519104,0.04052734,1.530261,25.4,
112211.1,0.1815796,0.03460693,0.02786255,1.7801,25.35,
112211.1,0.1919556,0.04614258,0.03546143,1.530261,25.4,
112211.1,0.1348877,0.03460693,0.02532959,1.592721,25.4,
112211.1,0.1660156,0.04037476,0.03039551,1.561491,25.35,
112211.1,0.1763916,0.04037476,0.03546143,1.561491,25.35,
112211.1,0.1556396,0.02883911,0.02026367,1.561491,25.4,
112211.1,0.1712036,0.03460693,0.02786255,1.592721,25.4,
112211.1,0.1815796,0.04614258,0.03546143,1.499031,25.4,
112211.1,0.1712036,0.03460693,0.02532959,1.592721,25.35,
112211.1,0.1971436,0.05767822,0.0430603,1.436572,25.35,
112211.1,0.1815796,0.04037476,0.03292847,1.499031,25.35,
112211.1,0.1763916,0.03460693,0.02786255,1.623951,25.35,
112211.1,0.1815796,0.04037476,0.03292847,1.530261,25.35,
112211.1,0.1971436,0.05767822,0.0430603,1.467802,25.3,
112211.1,0.1867676,0.04614258,0.03799438,1.655181,25.35,
112211.1,0.1815796,0.04037476,0.03039551,1.467802,25.3,
112211.1,0.1919556,0.0519104,0.04052734,1.74887,25.35,
112211.1,0.1919556,0.05767822,0.0430603,1.499031,25.35,
112211.1,0.1815796,0.04614258,0.03292847,1.592721,25.3,
112211.1,0.1763916,0.03460693,0.02532959,1.623951,25.3,
112211.1,0.1919556,0.0519104,0.04052734,1.561491,25.3,
112211.1,0.1763916,0.04037476,0.03292847,1.655181,25.25,
112211.1,0.1193237,0.02883911,0.02532959,1.623951,25.25,
112211.1,0.1608276,0.04037476,0.03039551,1.561491,25.3,
112211.1,0.1348877,0.04037476,0.03039551,1.499031,25.25,
112211.1,0.1400757,0.04037476,0.03039551,1.74887,25.25,
112211.1,0.1348877,0.03460693,0.02786255,1.655181,25.25,
112211.1,0.1348877,0.03460693,0.03039551,1.592721,25.3,
112211.1,0.1919556,0.03460693,0.03039551,1.436572,25.3,
112211.1,0.1712036,0.0519104,0.0430603,1.655181,25.25,
112211.1,0.1608276,0.04037476,0.03039551,1.655181,25.3,
